datetime,CO,NO2,O3,PM25,TMP,HR,WSP,hora_del_dia,mes,dia_semana,hora_sin,hora_cos,mes_sin,mes_cos
2024-02-14 08:00:00,4.17,0.032,0.01,20.0,9.2,95.0,3.6,8.0,2.0,2,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
2024-02-14 09:00:00,4.0,0.037,0.017,35.0,9.1,98.0,4.1,9.0,2.0,2,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
2024-02-14 10:00:00,4.05,0.042,0.02,41.0,10.8,91.0,4.1,10.0,2.0,2,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
2024-02-14 11:00:00,3.99,0.04,0.03,40.0,12.4,83.0,2.8,11.0,2.0,2,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
2024-02-14 12:00:00,3.97,0.038,0.045,48.0,13.9,77.0,1.8,12.0,2.0,2,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
2024-02-14 13:00:00,4.23,0.034,0.043,34.0,15.9,67.0,2.4,13.0,2.0,2,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
2024-02-14 14:00:00,4.5,0.045,0.04,42.0,17.8,59.0,3.0,14.0,2.0,2,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
2024-02-14 15:00:00,4.36,0.049,0.037,47.0,18.5,57.0,2.6,15.0,2.0,2,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
2024-02-14 16:00:00,4.34,0.054,0.026,43.0,19.1,55.0,3.3,16.0,2.0,2,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
2024-02-14 17:00:00,4.08,0.049,0.025,35.0,19.5,55.0,5.2,17.0,2.0,2,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
2024-02-14 18:00:00,3.92,0.04,0.028,26.0,19.0,58.0,3.8,18.0,2.0,2,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
2024-02-14 19:00:00,3.83,0.038,0.021,22.0,17.5,65.0,2.9,19.0,2.0,2,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
2024-02-14 20:00:00,3.8,0.038,0.012,18.0,16.8,70.0,1.3,20.0,2.0,2,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
2024-02-14 21:00:00,4.0,0.039,0.007,18.0,15.9,79.0,2.8,21.0,2.0,2,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
2024-02-14 22:00:00,3.92,0.038,0.008,23.0,15.4,83.0,2.6,22.0,2.0,2,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
2024-02-14 23:00:00,2.93,0.014,0.035,8.0,14.9,83.0,3.2,23.0,2.0,2,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
2024-02-15 00:00:00,3.8,0.029,0.013,34.0,15.9,71.0,1.5,0.0,2.0,3,0.0,1.0,0.49999999999999994,0.8660254037844387
2024-02-15 01:00:00,3.89,0.027,0.013,22.0,14.8,80.0,4.1,1.0,2.0,3,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
2024-02-15 02:00:00,3.98,0.037,0.008,40.0,15.3,76.0,3.8,2.0,2.0,3,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
2024-02-15 03:00:00,3.86,0.031,0.009,53.0,15.9,72.0,3.4,3.0,2.0,3,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
2024-02-15 04:00:00,3.81,0.032,0.008,45.0,16.6,68.0,1.9,4.0,2.0,3,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
2024-02-15 05:00:00,3.9,0.033,0.006,46.0,16.5,68.0,1.0,5.0,2.0,3,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
2024-02-15 06:00:00,4.52,0.034,0.006,44.0,16.1,71.0,1.5,6.0,2.0,3,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
2024-02-15 07:00:00,4.89,0.034,0.006,46.0,15.6,76.0,2.6,7.0,2.0,3,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
2024-02-15 08:00:00,5.07,0.038,0.011015318361464993,46.0,15.2,78.0,2.0,8.0,2.0,3,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
2024-02-15 09:00:00,5.46,0.04,0.013009574791976156,41.0,15.8,77.0,0.5,9.0,2.0,3,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
2024-02-15 10:00:00,5.98,0.047,0.007,48.0,16.0,78.0,0.5,10.0,2.0,3,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
2024-02-15 11:00:00,6.38,0.051,0.008,49.0,16.4,77.0,4.0,11.0,2.0,3,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
2024-02-15 12:00:00,5.22,0.059,0.013,52.0,17.1,74.0,5.6,12.0,2.0,3,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
2024-02-15 13:00:00,4.66,0.049,0.02,55.0,17.9,70.0,5.6,13.0,2.0,3,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
2024-02-15 14:00:00,4.27,0.04,0.022,36.0,18.8,67.0,2.8,14.0,2.0,3,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
2024-02-15 15:00:00,4.38,0.051,0.015,40.0,18.3,68.0,4.0,15.0,2.0,3,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
2024-02-15 16:00:00,4.03,0.045,0.012,36.0,17.5,72.0,2.5,16.0,2.0,3,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
2024-02-15 17:00:00,4.72,0.047,0.006,34.0,17.1,75.0,4.7,17.0,2.0,3,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
2024-02-15 18:00:00,5.37,0.048,0.005,49.0,16.7,77.0,5.7,18.0,2.0,3,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
2024-02-15 19:00:00,5.18,0.043,0.005,47.0,16.2,82.0,0.7,19.0,2.0,3,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
